,sample.id,sample.name,property.name,value_integer,value_text,value_date
2424,597,OP123042.1,GEO_LOCATION,,USA: WA,
2425,597,OP123042.1,HOST,,Homo sapiens,
2426,1088,OP123043.1,COLLECTION_DATE,,2022-07-01,
2427,1088,OP123043.1,RELEASE_DATE,,,2022-09-07
2428,1088,OP123043.1,ISOLATE,,MpxV/human/USA/WA-UW-077836/2022,
2429,1088,OP123043.1,LENGTH,197176.0,,
2430,1088,OP123043.1,SEQ_TECH,,,
2431,1088,OP123043.1,COUNTRY,,USA,
2432,1088,OP123043.1,GEO_LOCATION,,USA: WA,
2433,1088,OP123043.1,HOST,,Homo sapiens,
2434,530,OP123044.1,COLLECTION_DATE,,2022-07-01,
2435,530,OP123044.1,RELEASE_DATE,,,2022-09-07
2436,530,OP123044.1,ISOLATE,,MpxV/human/USA/WA-UW-071246/2022,
2437,530,OP123044.1,LENGTH,197176.0,,
2438,530,OP123044.1,SEQ_TECH,,,
2439,530,OP123044.1,COUNTRY,,USA,
2440,530,OP123044.1,GEO_LOCATION,,USA: WA,
2441,530,OP123044.1,HOST,,Homo sapiens,
2442,1030,OP123045.1,COLLECTION_DATE,,2022-07-01,
2443,1030,OP123045.1,RELEASE_DATE,,,2022-09-07
2444,1030,OP123045.1,ISOLATE,,MpxV/human/USA/WA-UW-076225/2022,
2445,1030,OP123045.1,LENGTH,197176.0,,
2446,1030,OP123045.1,SEQ_TECH,,,
2447,1030,OP123045.1,COUNTRY,,USA,
2448,1030,OP123045.1,GEO_LOCATION,,USA: WA,
2449,1030,OP123045.1,HOST,,Homo sapiens,
2450,1173,OP123046.1,COLLECTION_DATE,,2022-07-01,
2451,1173,OP123046.1,RELEASE_DATE,,,2022-09-07
2452,1173,OP123046.1,ISOLATE,,MpxV/human/USA/WA-UW-078870/2022,
2453,1173,OP123046.1,LENGTH,197174.0,,
2454,1173,OP123046.1,SEQ_TECH,,,
2455,1173,OP123046.1,COUNTRY,,USA,
2456,1173,OP123046.1,GEO_LOCATION,,USA: WA,
2457,1173,OP123046.1,HOST,,Homo sapiens,
2458,234,OP123047.1,COLLECTION_DATE,,2022-07-01,
2459,234,OP123047.1,RELEASE_DATE,,,2022-09-07
2460,234,OP123047.1,ISOLATE,,MpxV/human/USA/WA-UW-071121/2022,
2461,234,OP123047.1,LENGTH,197176.0,,
2462,234,OP123047.1,SEQ_TECH,,,
2463,234,OP123047.1,COUNTRY,,USA,
2464,234,OP123047.1,GEO_LOCATION,,USA: WA,
2465,234,OP123047.1,HOST,,Homo sapiens,
2466,831,OP123048.1,COLLECTION_DATE,,2022-07-01,
2467,831,OP123048.1,RELEASE_DATE,,,2022-09-07
2468,831,OP123048.1,ISOLATE,,MpxV/human/USA/WA-UW-076861/2022,
2469,831,OP123048.1,LENGTH,197176.0,,
2470,831,OP123048.1,SEQ_TECH,,,
2471,831,OP123048.1,COUNTRY,,USA,
2472,831,OP123048.1,GEO_LOCATION,,USA: WA,
2473,831,OP123048.1,HOST,,Homo sapiens,
2474,21,OP123049.1,COLLECTION_DATE,,2022-07-01,
2475,21,OP123049.1,RELEASE_DATE,,,2022-09-07
2476,21,OP123049.1,ISOLATE,,MpxV/human/USA/WA-UW-073669/2022,
2477,21,OP123049.1,LENGTH,197176.0,,
2478,21,OP123049.1,SEQ_TECH,,,
2479,21,OP123049.1,COUNTRY,,USA,
2480,21,OP123049.1,GEO_LOCATION,,USA: WA,
2481,21,OP123049.1,HOST,,Homo sapiens,
2482,367,OP123050.1,COLLECTION_DATE,,2022-07-01,
2483,367,OP123050.1,RELEASE_DATE,,,2022-09-07
2484,367,OP123050.1,ISOLATE,,MpxV/human/USA/WA-UW-076854/2022,
2485,367,OP123050.1,LENGTH,197176.0,,
2486,367,OP123050.1,SEQ_TECH,,,
2487,367,OP123050.1,COUNTRY,,USA,
2488,367,OP123050.1,GEO_LOCATION,,USA: WA,
2489,367,OP123050.1,HOST,,Homo sapiens,
2490,523,OP123051.1,COLLECTION_DATE,,2022-07-01,
2491,523,OP123051.1,RELEASE_DATE,,,2022-09-07
2492,523,OP123051.1,ISOLATE,,MpxV/human/USA/OH-UW-070426/2022,
2493,523,OP123051.1,LENGTH,197176.0,,
2494,523,OP123051.1,SEQ_TECH,,,
2495,523,OP123051.1,COUNTRY,,USA,
2496,523,OP123051.1,GEO_LOCATION,,USA: OH,
2497,523,OP123051.1,HOST,,Homo sapiens,
2498,931,OP123052.1,COLLECTION_DATE,,2022-07-01,
2499,931,OP123052.1,RELEASE_DATE,,,2022-09-07
2500,931,OP123052.1,ISOLATE,,MpxV/human/USA/OH-UW-078654/2022,
2501,931,OP123052.1,LENGTH,197176.0,,
2502,931,OP123052.1,SEQ_TECH,,,
2503,931,OP123052.1,COUNTRY,,USA,
2504,931,OP123052.1,GEO_LOCATION,,USA: OH,
2505,931,OP123052.1,HOST,,Homo sapiens,
2506,159,OP123053.1,COLLECTION_DATE,,2022-07-01,
2507,159,OP123053.1,RELEASE_DATE,,,2022-09-07
2508,159,OP123053.1,ISOLATE,,MpxV/human/USA/OH-UW-071686/2022,
2509,159,OP123053.1,LENGTH,197176.0,,
2510,159,OP123053.1,SEQ_TECH,,,
2511,159,OP123053.1,COUNTRY,,USA,
2512,159,OP123053.1,GEO_LOCATION,,USA: OH,
2513,159,OP123053.1,HOST,,Homo sapiens,
2514,586,OP123054.1,COLLECTION_DATE,,2022-07-01,
2515,586,OP123054.1,RELEASE_DATE,,,2022-09-07
2516,586,OP123054.1,ISOLATE,,MpxV/human/USA/OH-UW-077163/2022,
2517,586,OP123054.1,LENGTH,197176.0,,
2518,586,OP123054.1,SEQ_TECH,,,
2519,586,OP123054.1,COUNTRY,,USA,
2520,586,OP123054.1,GEO_LOCATION,,USA: OH,
2521,586,OP123054.1,HOST,,Homo sapiens,
2522,236,OP123055.1,COLLECTION_DATE,,2022-07-01,
2523,236,OP123055.1,RELEASE_DATE,,,2022-09-07
2524,236,OP123055.1,ISOLATE,,MpxV/human/USA/OH-UW-070822/2022,
2525,236,OP123055.1,LENGTH,197180.0,,
2526,236,OP123055.1,SEQ_TECH,,,
2527,236,OP123055.1,COUNTRY,,USA,
2528,236,OP123055.1,GEO_LOCATION,,USA: OH,
2529,236,OP123055.1,HOST,,Homo sapiens,
2530,1025,OP133004.1,COLLECTION_DATE,,2022-07-11,
2531,1025,OP133004.1,RELEASE_DATE,,,2022-08-03
2532,1025,OP133004.1,ISOLATE,,hMPXV/Austria/MUW1533374/2022,
2533,1025,OP133004.1,LENGTH,197179.0,,
2534,1025,OP133004.1,SEQ_TECH,,Nanopore MinION,
2535,1025,OP133004.1,COUNTRY,,Austria,
2536,1025,OP133004.1,GEO_LOCATION,,Austria,
2537,1025,OP133004.1,HOST,,Homo sapiens,
2538,694,OP133005.1,COLLECTION_DATE,,2022-07-05,
2539,694,OP133005.1,RELEASE_DATE,,,2022-08-03
2540,694,OP133005.1,ISOLATE,,hMPXV/Austria/MUW1531848/2022,
2541,694,OP133005.1,LENGTH,197182.0,,
2542,694,OP133005.1,SEQ_TECH,,Nanopore MinION,
2543,694,OP133005.1,COUNTRY,,Austria,
2544,694,OP133005.1,GEO_LOCATION,,Austria,
2545,694,OP133005.1,HOST,,Homo sapiens,
2546,1146,OP133006.1,COLLECTION_DATE,,2022-07-06,
2547,1146,OP133006.1,RELEASE_DATE,,,2022-08-03
2548,1146,OP133006.1,ISOLATE,,hMPXV/Austria/MUW1532243/2022,
2549,1146,OP133006.1,LENGTH,197190.0,,
2550,1146,OP133006.1,SEQ_TECH,,Nanopore MinION,
2551,1146,OP133006.1,COUNTRY,,Austria,
2552,1146,OP133006.1,GEO_LOCATION,,Austria,
2553,1146,OP133006.1,HOST,,Homo sapiens,
2554,381,OP133007.1,COLLECTION_DATE,,2022-07-22,
2555,381,OP133007.1,RELEASE_DATE,,,2022-08-03
2556,381,OP133007.1,ISOLATE,,hMPXV/Austria/MUW1536480/2022,
2557,381,OP133007.1,LENGTH,197202.0,,
2558,381,OP133007.1,SEQ_TECH,,Nanopore MinION,
2559,381,OP133007.1,COUNTRY,,Austria,
2560,381,OP133007.1,GEO_LOCATION,,Austria,
2561,381,OP133007.1,HOST,,Homo sapiens,
2562,802,OP150927.1,COLLECTION_DATE,,2022-05-01,
2563,802,OP150927.1,RELEASE_DATE,,,2022-08-17
2564,802,OP150927.1,ISOLATE,,MPXV_USA_2022_WA001,
2565,802,OP150927.1,LENGTH,197228.0,,
2566,802,OP150927.1,SEQ_TECH,,Illumina MiSeq,
2567,802,OP150927.1,COUNTRY,,USA,
2568,802,OP150927.1,GEO_LOCATION,,USA: WA,
2569,802,OP150927.1,HOST,,Homo sapiens,
2570,888,OP160532.1,COLLECTION_DATE,,2022-06-01,
2571,888,OP160532.1,RELEASE_DATE,,,2022-08-05
2572,888,OP160532.1,ISOLATE,,hMpxV/Netherlands/NH-AUMC-0001/2022,
2573,888,OP160532.1,LENGTH,197008.0,,
2574,888,OP160532.1,SEQ_TECH,,Nanopore,
2575,888,OP160532.1,COUNTRY,,Netherlands,
2576,888,OP160532.1,GEO_LOCATION,,Netherlands,
2577,888,OP160532.1,HOST,,Homo sapiens,
2578,185,OP169336.1,COLLECTION_DATE,,2022-07-01,
2579,185,OP169336.1,RELEASE_DATE,,,2022-09-07
2580,185,OP169336.1,ISOLATE,,MpxV/human/USA/WA-UW-070499/2022,
2581,185,OP169336.1,LENGTH,197178.0,,
2582,185,OP169336.1,SEQ_TECH,,,
2583,185,OP169336.1,COUNTRY,,USA,
2584,185,OP169336.1,GEO_LOCATION,,USA: WA,
2585,185,OP169336.1,HOST,,Homo sapiens,
2586,278,OP169337.1,COLLECTION_DATE,,2022-07-01,
2587,278,OP169337.1,RELEASE_DATE,,,2022-09-07
2588,278,OP169337.1,ISOLATE,,MpxV/human/USA/OH-UW-079847/2022,
2589,278,OP169337.1,LENGTH,197176.0,,
2590,278,OP169337.1,SEQ_TECH,,,
2591,278,OP169337.1,COUNTRY,,USA,
2592,278,OP169337.1,GEO_LOCATION,,USA: OH,
2593,278,OP169337.1,HOST,,Homo sapiens,
2594,212,OP169338.1,COLLECTION_DATE,,2022-07-01,
2595,212,OP169338.1,RELEASE_DATE,,,2022-09-07
2596,212,OP169338.1,ISOLATE,,MpxV/human/USA/OH-UW-074058/2022,
2597,212,OP169338.1,LENGTH,197176.0,,
2598,212,OP169338.1,SEQ_TECH,,,
2599,212,OP169338.1,COUNTRY,,USA,
2600,212,OP169338.1,GEO_LOCATION,,USA: OH,
2601,212,OP169338.1,HOST,,Homo sapiens,
2602,162,OP169339.1,COLLECTION_DATE,,2022-07-01,
2603,162,OP169339.1,RELEASE_DATE,,,2022-09-07
2604,162,OP169339.1,ISOLATE,,MpxV/human/USA/OH-UW-076485/2022,
2605,162,OP169339.1,LENGTH,197168.0,,
2606,162,OP169339.1,SEQ_TECH,,,
2607,162,OP169339.1,COUNTRY,,USA,
2608,162,OP169339.1,GEO_LOCATION,,USA: OH,
2609,162,OP169339.1,HOST,,Homo sapiens,
2610,313,OP169340.1,COLLECTION_DATE,,2022-07-01,
2611,313,OP169340.1,RELEASE_DATE,,,2022-09-07
2612,313,OP169340.1,ISOLATE,,MpxV/human/USA/WA-UW-074224/2022,
2613,313,OP169340.1,LENGTH,197176.0,,
2614,313,OP169340.1,SEQ_TECH,,,
2615,313,OP169340.1,COUNTRY,,USA,
2616,313,OP169340.1,GEO_LOCATION,,USA: WA,
2617,313,OP169340.1,HOST,,Homo sapiens,
2618,544,OP169341.1,COLLECTION_DATE,,2022-07-01,
2619,544,OP169341.1,RELEASE_DATE,,,2022-09-07
2620,544,OP169341.1,ISOLATE,,MpxV/human/USA/WA-UW-074184/2022,
2621,544,OP169341.1,LENGTH,197178.0,,
2622,544,OP169341.1,SEQ_TECH,,,
2623,544,OP169341.1,COUNTRY,,USA,
2624,544,OP169341.1,GEO_LOCATION,,USA: WA,
2625,544,OP169341.1,HOST,,Homo sapiens,
2626,687,OP169342.1,COLLECTION_DATE,,2022-07-01,
2627,687,OP169342.1,RELEASE_DATE,,,2022-09-07
2628,687,OP169342.1,ISOLATE,,MpxV/human/USA/OH-UW-072752/2022,
2629,687,OP169342.1,LENGTH,197176.0,,
2630,687,OP169342.1,SEQ_TECH,,,
2631,687,OP169342.1,COUNTRY,,USA,
2632,687,OP169342.1,GEO_LOCATION,,USA: OH,
2633,687,OP169342.1,HOST,,Homo sapiens,
2634,445,OP169343.1,COLLECTION_DATE,,2022-07-01,
2635,445,OP169343.1,RELEASE_DATE,,,2022-09-07
2636,445,OP169343.1,ISOLATE,,MpxV/human/USA/OH-UW-075598/2022,
2637,445,OP169343.1,LENGTH,197175.0,,
2638,445,OP169343.1,SEQ_TECH,,,
2639,445,OP169343.1,COUNTRY,,USA,
2640,445,OP169343.1,GEO_LOCATION,,USA: OH,
2641,445,OP169343.1,HOST,,Homo sapiens,
2642,997,OP169344.1,COLLECTION_DATE,,2022-07-01,
2643,997,OP169344.1,RELEASE_DATE,,,2022-09-07
2644,997,OP169344.1,ISOLATE,,MpxV/human/USA/WA-UW-071966/2022,
2645,997,OP169344.1,LENGTH,197174.0,,
2646,997,OP169344.1,SEQ_TECH,,,
2647,997,OP169344.1,COUNTRY,,USA,
2648,997,OP169344.1,GEO_LOCATION,,USA: WA,
2649,997,OP169344.1,HOST,,Homo sapiens,
2650,1177,OP169345.1,COLLECTION_DATE,,2022-07-01,
2651,1177,OP169345.1,RELEASE_DATE,,,2022-09-07
2652,1177,OP169345.1,ISOLATE,,MpxV/human/USA/WA-UW-075687/2022,
2653,1177,OP169345.1,LENGTH,197174.0,,
2654,1177,OP169345.1,SEQ_TECH,,,
2655,1177,OP169345.1,COUNTRY,,USA,
2656,1177,OP169345.1,GEO_LOCATION,,USA: WA,
2657,1177,OP169345.1,HOST,,Homo sapiens,
2658,448,OP169346.1,COLLECTION_DATE,,2022-07-01,
2659,448,OP169346.1,RELEASE_DATE,,,2022-09-07
2660,448,OP169346.1,ISOLATE,,MpxV/human/USA/WA-UW-072839/2022,
2661,448,OP169346.1,LENGTH,197178.0,,
2662,448,OP169346.1,SEQ_TECH,,,
2663,448,OP169346.1,COUNTRY,,USA,
2664,448,OP169346.1,GEO_LOCATION,,USA: WA,
2665,448,OP169346.1,HOST,,Homo sapiens,
2666,686,OP171919.2,COLLECTION_DATE,,2022-06-25,
2667,686,OP171919.2,RELEASE_DATE,,,2022-09-21
2668,686,OP171919.2,ISOLATE,,MPXV22/human/USA-NE-25,
2669,686,OP171919.2,LENGTH,197182.0,,
2670,686,OP171919.2,SEQ_TECH,,,
2671,686,OP171919.2,COUNTRY,,USA,
2672,686,OP171919.2,GEO_LOCATION,,USA: Nebraska,
2673,686,OP171919.2,HOST,,Homo sapiens,
2674,777,OP171920.2,COLLECTION_DATE,,2022-07-04,
2675,777,OP171920.2,RELEASE_DATE,,,2022-09-21
2676,777,OP171920.2,ISOLATE,,MPXV22/human/USA-NE-31,
2677,777,OP171920.2,LENGTH,197182.0,,
2678,777,OP171920.2,SEQ_TECH,,,
2679,777,OP171920.2,COUNTRY,,USA,
2680,777,OP171920.2,GEO_LOCATION,,USA: Nebraska,
2681,777,OP171920.2,HOST,,Homo sapiens,
2682,298,OP171921.2,COLLECTION_DATE,,2022-07-14,
2683,298,OP171921.2,RELEASE_DATE,,,2022-09-21
2684,298,OP171921.2,ISOLATE,,MPXV22/human/USA-NE-43,
2685,298,OP171921.2,LENGTH,197182.0,,
2686,298,OP171921.2,SEQ_TECH,,,
2687,298,OP171921.2,COUNTRY,,USA,
2688,298,OP171921.2,GEO_LOCATION,,USA: Nebraska,
2689,298,OP171921.2,HOST,,Homo sapiens,
2690,489,OP171922.2,COLLECTION_DATE,,2022-07-14,
2691,489,OP171922.2,RELEASE_DATE,,,2022-09-21
2692,489,OP171922.2,ISOLATE,,MPXV22/human/USA-NE-44,
2693,489,OP171922.2,LENGTH,197182.0,,
2694,489,OP171922.2,SEQ_TECH,,,
2695,489,OP171922.2,COUNTRY,,USA,
2696,489,OP171922.2,GEO_LOCATION,,USA: Nebraska,
2697,489,OP171922.2,HOST,,Homo sapiens,
2698,533,OP171923.2,COLLECTION_DATE,,2022-07-15,
2699,533,OP171923.2,RELEASE_DATE,,,2022-09-21
2700,533,OP171923.2,ISOLATE,,MPXV22/human/USA-NE-48,
2701,533,OP171923.2,LENGTH,197182.0,,
2702,533,OP171923.2,SEQ_TECH,,,
2703,533,OP171923.2,COUNTRY,,USA,
2704,533,OP171923.2,GEO_LOCATION,,USA: Nebraska,
2705,533,OP171923.2,HOST,,Homo sapiens,
2706,311,OP171924.2,COLLECTION_DATE,,2022-07-25,
2707,311,OP171924.2,RELEASE_DATE,,,2022-09-21
2708,311,OP171924.2,ISOLATE,,MPXV22/human/USA-NE-63,
2709,311,OP171924.2,LENGTH,197199.0,,
2710,311,OP171924.2,SEQ_TECH,,,
2711,311,OP171924.2,COUNTRY,,USA,
2712,311,OP171924.2,GEO_LOCATION,,USA: Nebraska,
2713,311,OP171924.2,HOST,,Homo sapiens,
2714,145,OP171925.2,COLLECTION_DATE,,2022-07-25,
2715,145,OP171925.2,RELEASE_DATE,,,2022-09-21
2716,145,OP171925.2,ISOLATE,,MPXV22/human/USA-NE-75,
2717,145,OP171925.2,LENGTH,197182.0,,
2718,145,OP171925.2,SEQ_TECH,,,
2719,145,OP171925.2,COUNTRY,,USA,
2720,145,OP171925.2,GEO_LOCATION,,USA: Nebraska,
2721,145,OP171925.2,HOST,,Homo sapiens,
2722,493,OP184760.1,COLLECTION_DATE,,2022-07-01,
2723,493,OP184760.1,RELEASE_DATE,,,2022-09-07
2724,493,OP184760.1,ISOLATE,,MpxV/human/USA/WA-UW-079401/2022,
2725,493,OP184760.1,LENGTH,197176.0,,
2726,493,OP184760.1,SEQ_TECH,,,
2727,493,OP184760.1,COUNTRY,,USA,
2728,493,OP184760.1,GEO_LOCATION,,USA: WA,
2729,493,OP184760.1,HOST,,Homo sapiens,
2730,735,OP184761.1,COLLECTION_DATE,,2022-07-01,
2731,735,OP184761.1,RELEASE_DATE,,,2022-09-07
2732,735,OP184761.1,ISOLATE,,MpxV/human/USA/WA-UW-078603/2022,
2733,735,OP184761.1,LENGTH,197176.0,,
2734,735,OP184761.1,SEQ_TECH,,,
2735,735,OP184761.1,COUNTRY,,USA,
2736,735,OP184761.1,GEO_LOCATION,,USA: WA,
2737,735,OP184761.1,HOST,,Homo sapiens,
2738,37,OP184762.1,COLLECTION_DATE,,2022-07-01,
2739,37,OP184762.1,RELEASE_DATE,,,2022-09-07
2740,37,OP184762.1,ISOLATE,,MpxV/human/USA/WA-UW-074949/2022,
2741,37,OP184762.1,LENGTH,197176.0,,
2742,37,OP184762.1,SEQ_TECH,,,
2743,37,OP184762.1,COUNTRY,,USA,
2744,37,OP184762.1,GEO_LOCATION,,USA: WA,
2745,37,OP184762.1,HOST,,Homo sapiens,
2746,851,OP184763.1,COLLECTION_DATE,,2022-07-01,
2747,851,OP184763.1,RELEASE_DATE,,,2022-09-07
2748,851,OP184763.1,ISOLATE,,MpxV/human/USA/WA-UW-076773/2022,
2749,851,OP184763.1,LENGTH,197191.0,,
2750,851,OP184763.1,SEQ_TECH,,,
2751,851,OP184763.1,COUNTRY,,USA,
2752,851,OP184763.1,GEO_LOCATION,,USA: WA,
2753,851,OP184763.1,HOST,,Homo sapiens,
2754,776,OP184764.1,COLLECTION_DATE,,2022-07-01,
2755,776,OP184764.1,RELEASE_DATE,,,2022-09-07
2756,776,OP184764.1,ISOLATE,,MpxV/human/USA/WA-UW-074932/2022,
2757,776,OP184764.1,LENGTH,197174.0,,
2758,776,OP184764.1,SEQ_TECH,,,
2759,776,OP184764.1,COUNTRY,,USA,
2760,776,OP184764.1,GEO_LOCATION,,USA: WA,
2761,776,OP184764.1,HOST,,Homo sapiens,
2762,1014,OP184765.1,COLLECTION_DATE,,2022-07-01,
2763,1014,OP184765.1,RELEASE_DATE,,,2022-09-07
2764,1014,OP184765.1,ISOLATE,,MpxV/human/USA/WA-UW-074988/2022,
2765,1014,OP184765.1,LENGTH,197176.0,,
2766,1014,OP184765.1,SEQ_TECH,,,
2767,1014,OP184765.1,COUNTRY,,USA,
2768,1014,OP184765.1,GEO_LOCATION,,USA: WA,
2769,1014,OP184765.1,HOST,,Homo sapiens,
2770,321,OP185709.1,COLLECTION_DATE,,2022-06-01,
2771,321,OP185709.1,RELEASE_DATE,,,2022-08-31
2772,321,OP185709.1,ISOLATE,,MPXV_USA_2022_TX0001,
2773,321,OP185709.1,LENGTH,197236.0,,
2774,321,OP185709.1,SEQ_TECH,,Illumina MiSeq,
2775,321,OP185709.1,COUNTRY,,USA,
2776,321,OP185709.1,GEO_LOCATION,,USA: TX,
2777,321,OP185709.1,HOST,,Homo sapiens,
2778,199,OP185710.1,COLLECTION_DATE,,2022-06-01,
2779,199,OP185710.1,RELEASE_DATE,,,2022-08-31
2780,199,OP185710.1,ISOLATE,,MPXV_USA_2022_NY0007,
2781,199,OP185710.1,LENGTH,197163.0,,
2782,199,OP185710.1,SEQ_TECH,,Illumina MiSeq,
2783,199,OP185710.1,COUNTRY,,USA,
2784,199,OP185710.1,GEO_LOCATION,,USA: NY,
2785,199,OP185710.1,HOST,,Homo sapiens,
2786,41,OP185711.1,COLLECTION_DATE,,2022-06-01,
2787,41,OP185711.1,RELEASE_DATE,,,2022-08-31
2788,41,OP185711.1,ISOLATE,,MPXV_USA_2022_NY0006,
2789,41,OP185711.1,LENGTH,197189.0,,
2790,41,OP185711.1,SEQ_TECH,,Illumina MiSeq,
2791,41,OP185711.1,COUNTRY,,USA,
2792,41,OP185711.1,GEO_LOCATION,,USA: NY,
2793,41,OP185711.1,HOST,,Homo sapiens,
2794,927,OP185712.1,COLLECTION_DATE,,2022-06-01,
2795,927,OP185712.1,RELEASE_DATE,,,2022-08-31
2796,927,OP185712.1,ISOLATE,,MPXV_USA_2022_IL0005,
2797,927,OP185712.1,LENGTH,197135.0,,
2798,927,OP185712.1,SEQ_TECH,,Illumina MiSeq,
2799,927,OP185712.1,COUNTRY,,USA,
2800,927,OP185712.1,GEO_LOCATION,,USA: IL,
2801,927,OP185712.1,HOST,,Homo sapiens,
2802,822,OP185713.1,COLLECTION_DATE,,2022-06-01,
2803,822,OP185713.1,RELEASE_DATE,,,2022-08-31
2804,822,OP185713.1,ISOLATE,,MPXV_USA_2022_FL0004,
2805,822,OP185713.1,LENGTH,197315.0,,
2806,822,OP185713.1,SEQ_TECH,,Illumina MiSeq,
2807,822,OP185713.1,COUNTRY,,USA,
2808,822,OP185713.1,GEO_LOCATION,,USA: FL,
2809,822,OP185713.1,HOST,,Homo sapiens,
2810,571,OP185714.1,COLLECTION_DATE,,2022-06-01,
2811,571,OP185714.1,RELEASE_DATE,,,2022-08-31
2812,571,OP185714.1,ISOLATE,,MPXV_USA_2022_CO0003,
2813,571,OP185714.1,LENGTH,197235.0,,
2814,571,OP185714.1,SEQ_TECH,,Illumina MiSeq,
2815,571,OP185714.1,COUNTRY,,USA,
2816,571,OP185714.1,GEO_LOCATION,,USA: CO,
2817,571,OP185714.1,HOST,,Homo sapiens,
2818,842,OP185715.1,COLLECTION_DATE,,2022-05-01,
2819,842,OP185715.1,RELEASE_DATE,,,2022-08-31
2820,842,OP185715.1,ISOLATE,,MPXV_USA_2022_CO0002,
2821,842,OP185715.1,LENGTH,197216.0,,
2822,842,OP185715.1,SEQ_TECH,,Illumina MiSeq,
2823,842,OP185715.1,COUNTRY,,USA,
2824,842,OP185715.1,GEO_LOCATION,,USA: CO,
2825,842,OP185715.1,HOST,,Homo sapiens,
2826,825,OP185716.1,COLLECTION_DATE,,2022-06-01,
2827,825,OP185716.1,RELEASE_DATE,,,2022-08-31
2828,825,OP185716.1,ISOLATE,,MPXV_USA_2022_CA0005,
2829,825,OP185716.1,LENGTH,197015.0,,
2830,825,OP185716.1,SEQ_TECH,,Illumina MiSeq,
2831,825,OP185716.1,COUNTRY,,USA,
2832,825,OP185716.1,GEO_LOCATION,,USA: CA,
2833,825,OP185716.1,HOST,,Homo sapiens,
2834,1158,OP185717.1,COLLECTION_DATE,,2022-06-01,
2835,1158,OP185717.1,RELEASE_DATE,,,2022-08-17
2836,1158,OP185717.1,ISOLATE,,MPXV_USA_2022_AZ0001,
2837,1158,OP185717.1,LENGTH,197302.0,,
2838,1158,OP185717.1,SEQ_TECH,,Illumina MiSeq,
2839,1158,OP185717.1,COUNTRY,,USA,
2840,1158,OP185717.1,GEO_LOCATION,,USA: AZ,
2841,1158,OP185717.1,HOST,,Homo sapiens,
2842,288,OP204857.1,COLLECTION_DATE,,2022-08-01,
2843,288,OP204857.1,RELEASE_DATE,,,2022-08-16
2844,288,OP204857.1,ISOLATE,,MPXV-ROK-P1-2022,
2845,288,OP204857.1,LENGTH,197200.0,,
2846,288,OP204857.1,SEQ_TECH,,Illumina,
2847,288,OP204857.1,COUNTRY,,South Korea,
2848,288,OP204857.1,GEO_LOCATION,,South Korea,
2849,288,OP204857.1,HOST,,Homo sapiens,
2850,158,OP205067.1,COLLECTION_DATE,,2022-05-27,
2851,158,OP205067.1,RELEASE_DATE,,,2022-08-18
2852,158,OP205067.1,ISOLATE,,MPXV_UK_2022_9000061,
2853,158,OP205067.1,LENGTH,197207.0,,
2854,158,OP205067.1,SEQ_TECH,,Illumina,
2855,158,OP205067.1,COUNTRY,,United Kingdom,
2856,158,OP205067.1,GEO_LOCATION,,United Kingdom,
2857,158,OP205067.1,HOST,,Homo sapiens,
2858,1020,OP205068.1,COLLECTION_DATE,,2022-06-05,
2859,1020,OP205068.1,RELEASE_DATE,,,2022-08-18
2860,1020,OP205068.1,ISOLATE,,MPXV_UK_2022_9000062,
2861,1020,OP205068.1,LENGTH,197207.0,,
2862,1020,OP205068.1,SEQ_TECH,,Illumina,
2863,1020,OP205068.1,COUNTRY,,United Kingdom,
2864,1020,OP205068.1,GEO_LOCATION,,United Kingdom,
2865,1020,OP205068.1,HOST,,Homo sapiens,
2866,272,OP205069.1,COLLECTION_DATE,,2022-06-06,
2867,272,OP205069.1,RELEASE_DATE,,,2022-08-18
2868,272,OP205069.1,ISOLATE,,MPXV_UK_2022_9000063,
2869,272,OP205069.1,LENGTH,197207.0,,
2870,272,OP205069.1,SEQ_TECH,,Illumina,
2871,272,OP205069.1,COUNTRY,,United Kingdom,
2872,272,OP205069.1,GEO_LOCATION,,United Kingdom,
2873,272,OP205069.1,HOST,,Homo sapiens,
2874,441,OP205070.1,COLLECTION_DATE,,2022-06-06,
2875,441,OP205070.1,RELEASE_DATE,,,2022-08-18
2876,441,OP205070.1,ISOLATE,,MPXV_UK_2022_9000064,
2877,441,OP205070.1,LENGTH,197205.0,,
2878,441,OP205070.1,SEQ_TECH,,Illumina,
2879,441,OP205070.1,COUNTRY,,United Kingdom,
2880,441,OP205070.1,GEO_LOCATION,,United Kingdom,
2881,441,OP205070.1,HOST,,Homo sapiens,
2882,718,OP205071.1,COLLECTION_DATE,,2022-06-06,
2883,718,OP205071.1,RELEASE_DATE,,,2022-08-18
2884,718,OP205071.1,ISOLATE,,MPXV_UK_2022_9000065,
2885,718,OP205071.1,LENGTH,197202.0,,
2886,718,OP205071.1,SEQ_TECH,,Illumina,
2887,718,OP205071.1,COUNTRY,,United Kingdom,
2888,718,OP205071.1,GEO_LOCATION,,United Kingdom,
2889,718,OP205071.1,HOST,,Homo sapiens,
2890,721,OP205072.1,COLLECTION_DATE,,2022-06-07,
2891,721,OP205072.1,RELEASE_DATE,,,2022-08-18
2892,721,OP205072.1,ISOLATE,,MPXV_UK_2022_9000066,
2893,721,OP205072.1,LENGTH,197179.0,,
2894,721,OP205072.1,SEQ_TECH,,Illumina,
